bet_id,user_id,channel,stake_amount,minutes_before_close,bets_last_7d,win_rate_last_30d,ip_risk,geo_risk,num_picks,suspicious
1443,9871.0,web,116.8,83,6,0.0,0,0,6,0
1444,2475.0,android,23.36,96,7,0.1354939229132314,0,0,2,0
1445,5429.0,android,121.23,113,8,0.0831856541488021,0,0,2,0
1446,5589.0,web,111.69,136,8,0.2326462334318531,0,0,4,0
1447,2318.0,web,121.05,80,5,0.1804124875459696,0,0,4,0
1448,9669.0,web,107.71,135,5,0.1855509505887735,0,0,4,0
1449,4450.0,ios,21.69,47,3,0.211966755550932,0,0,4,0
1450,5464.0,android,124.32,65,2,0.2899973836309864,0,0,5,0
1451,6383.0,android,40.42,150,4,0.263112139071373,0,0,4,0
1452,3171.0,android,21.6,93,4,0.0604045369608176,1,0,3,0
1453,8152.0,ios,127.74,59,9,0.2136949102726378,0,0,5,0
1454,2007.0,web,41.11,153,8,0.0451847004987275,0,0,6,1
1455,1084.0,android,23.86,95,4,0.2069678232308082,0,1,3,0
1456,3210.0,android,89.63,172,2,0.3601699601656729,0,0,2,1
1457,1501.0,web,139.7,63,5,0.1879472225888014,0,0,2,1
1458,4246.0,android,227.45,158,6,0.1493263302243246,0,0,6,0
1459,8281.0,android,110.16,91,7,0.1987974370092398,0,0,5,1
1460,3380.0,android,78.84,115,5,0.3278765723713257,0,0,4,0
1461,7645.0,ios,99.74,119,5,0.072300397815801,0,0,3,0
1462,7758.0,web,117.36,94,3,0.4255895133325971,0,0,6,1
1463,3058.0,android,103.63,129,6,0.1960264676162492,0,0,6,0
1464,5798.0,android,31.43,154,4,0.1831168083764158,0,0,4,1
1465,5827.0,android,57.8,0,10,0.1789057410831726,0,0,3,0
1466,1353.0,android,57.01,5,5,0.0606989025859244,0,0,6,0
1467,7071.0,web,27.39,122,6,0.0481802476183381,1,0,3,0
1468,6269.0,android,32.29,150,8,0.3019719540616337,0,0,4,0
1469,8006.0,android,136.97,93,3,0.1966577865209583,0,0,3,1
1470,6914.0,web,112.95,21,1,0.2865273854103806,1,1,3,1
1471,1957.0,web,33.25,43,1,0.2509022002184813,0,0,4,1
1472,6803.0,android,105.58,50,4,0.2411835356842812,0,0,6,0
1473,8063.0,ios,28.13,45,5,0.1416412883876258,0,0,7,0
1474,1143.0,web,43.8,91,6,0.076965726219074,0,0,3,0
1475,7332.0,ios,17.97,106,8,0.2026539181137244,0,0,2,0
1476,7955.0,web,65.37,139,9,0.1131955870739321,0,0,4,0
1477,7477.0,kiosk,95.96,165,5,0.2233443633589571,0,0,3,0
1478,1696.0,android,54.76,151,4,0.0467248465686019,0,0,5,0
1479,6900.0,web,74.51,6,10,0.0792089223701136,0,0,6,0
1480,6130.0,ios,60.23,66,7,0.0770080646750372,0,0,2,0
1481,8178.0,web,18.34,110,5,0.0512239082385358,0,0,2,0
1482,3994.0,web,63.87,5,3,0.0689429053797566,0,0,2,0
1483,3737.0,ios,49.32,142,4,0.1099507224374197,0,0,2,1
1484,6107.0,web,65.69,140,5,0.1712892327589219,0,0,1,0
1485,7651.0,web,51.98,106,7,0.1645188909230541,0,0,4,1
1486,8276.0,ios,60.01,114,3,0.2978507871070636,0,0,2,0
1487,2705.0,android,100.82,39,5,0.2609683700629656,0,0,2,0
1488,1579.0,android,33.77,159,8,0.0,0,0,3,0
1489,7507.0,kiosk,32.91,115,4,0.1121197817951865,0,0,5,0
1490,1308.0,web,36.66,151,5,0.1366237808506843,0,0,5,1
1491,5888.0,android,37.86,120,6,0.1121433250486301,1,0,7,0
1492,2573.0,web,90.03,148,5,0.0474414741242995,0,0,2,0
1493,9654.0,ios,57.36,26,6,0.331483434701119,1,0,4,0
1494,8458.0,ios,61.83,178,4,0.0905825303442521,0,0,1,0
1495,6875.0,android,73.71,58,3,0.1562995335027105,0,0,7,1
1496,8199.0,web,34.93,106,7,0.1410011478547812,0,0,6,0
1497,3506.0,android,37.59,178,9,0.04710933788116,0,0,7,0
1498,8504.0,android,152.66,64,5,0.1872486204574742,0,0,6,0
1499,4924.0,android,55.95,73,4,0.0853790391961225,0,0,7,0
1500,8293.0,web,61.18,109,1,0.2903828341010844,0,0,6,0
1501,2366.0,web,93.68,46,1,0.1804850707337096,0,0,5,0
1502,1055.0,web,27.97,52,3,0.0586691601895957,1,0,7,0
1503,5784.0,web,33.36,153,6,0.1375956440751037,0,0,4,0
1504,8638.0,android,21.65,24,5,0.0883476678422912,0,0,3,1
1505,5719.0,ios,36.28,32,3,0.3177594964925355,1,0,4,1
1506,8122.0,web,75.67,94,6,0.3107545950059097,0,0,2,0
1507,9498.0,ios,12.51,164,7,0.2863114803878195,0,0,6,0
1508,2315.0,web,13.66,36,8,0.0988794297268447,0,0,3,0
1509,3033.0,web,67.87,120,9,0.1263561365351717,0,0,3,0
1510,1859.0,web,69.85,120,6,0.2315580886399531,1,0,2,0
1511,5226.0,ios,73.11,18,8,0.2619504715366691,0,0,4,0
1512,4849.0,web,80.7,61,4,0.2405055887313577,0,0,5,0
1513,5034.0,web,51.98,108,4,0.0691695030305999,0,0,6,0
1514,3332.0,ios,90.42,98,6,0.1373462976686342,0,0,5,1
1515,8238.0,web,121.86,99,6,0.1745957137309031,0,0,6,0
1516,2205.0,ios,115.47,24,9,0.1407885068213395,0,0,5,0
1517,2826.0,ios,33.43,34,5,0.2376956588999347,0,0,6,0
1518,2520.0,android,71.1,140,7,0.2301991170284882,0,0,7,0
1519,2368.0,web,82.89,37,2,0.2675563240797142,0,0,4,0
1520,9225.0,android,23.17,64,6,0.3400469207068676,0,1,3,0
1521,7785.0,android,6.03,152,1,0.2847897943535086,0,0,3,1
1522,1810.0,web,110.2,3,4,0.2788228691287766,0,0,4,1
1523,5464.0,web,113.36,66,7,0.0,0,0,6,0
1524,7073.0,web,60.47,62,4,0.2210333620440789,0,0,5,0
1525,5390.0,android,37.51,140,6,0.0803427760657279,0,0,2,0
1526,4767.0,kiosk,212.07,112,6,0.1754724909611265,0,0,2,0
1527,4247.0,ios,77.52,103,7,0.2236082055474406,0,0,1,0
1528,7631.0,android,57.72,51,9,0.17026430806997,0,0,4,1
1529,8357.0,ios,89.11,61,6,0.3070925682053519,0,0,4,0
1530,6625.0,web,44.06,179,5,0.0757828555968981,0,0,6,1
1531,3673.0,ios,68.64,130,2,0.2291156432427462,0,0,6,1
1532,7524.0,android,116.77,49,5,0.2452070691313415,1,0,4,0
1533,2204.0,web,95.8,167,7,0.0,0,0,4,0
1534,9213.0,android,114.58,60,8,0.2080597631907078,0,0,2,0
1535,7120.0,web,53.71,50,10,0.2279896014955222,0,0,6,0
1536,5861.0,web,40.31,122,5,0.1910316232072063,0,0,4,0
1537,6805.0,ios,122.2,66,4,0.2432153725922544,0,1,1,1
1538,2161.0,android,13.57,38,0,0.3121449093217984,0,0,2,1
1539,2888.0,android,60.77,85,0,0.1048347942165604,1,0,5,1
1540,5170.0,ios,31.79,73,8,0.0595193931887067,0,0,2,0
1541,5703.0,ios,41.74,131,7,0.2033795449715688,0,1,5,1
1542,5630.0,web,92.19,75,6,0.0278669437973573,0,0,4,1
1543,6097.0,web,101.95,5,4,0.0,0,0,3,0
1544,9659.0,kiosk,87.14,38,2,0.2641412670882156,0,0,4,0
1545,4633.0,web,77.65,11,4,0.2904960743945771,0,0,5,0
1546,3601.0,web,87.16,123,6,0.0443616195288909,0,0,1,0
1547,3812.0,android,18.39,153,5,0.2690271242652094,0,0,7,1
1548,6160.0,web,45.01,107,6,0.1174708625972842,0,0,7,0
1549,1918.0,kiosk,55.89,148,6,0.2993437954887873,0,0,4,1
1550,9092.0,android,72.47,170,5,0.2443838222317972,0,0,7,1
1551,6269.0,android,49.01,145,8,0.3650968856508793,0,0,3,0
1552,4095.0,ios,97.31,110,10,0.2455743364240149,0,0,1,0
1553,5360.0,web,36.01,136,2,0.0,0,0,2,0
1554,3300.0,android,46.08,53,3,0.0984168838284401,0,0,5,0
1555,6581.0,kiosk,78.27,51,8,0.1160035019146021,0,0,7,1
1556,8502.0,android,24.72,17,5,0.3156906602533483,0,0,3,1
1557,1549.0,android,90.22,126,9,0.2131100691892354,1,0,6,1
1558,3459.0,android,89.21,123,6,0.3677244813501324,0,0,2,0
1559,8923.0,web,66.03,5,7,0.0,1,0,5,0
1560,5040.0,ios,42.45,11,5,0.1516786862288978,1,0,7,1
1561,4724.0,android,175.41,57,5,0.3463136581870318,1,0,2,0
1562,9195.0,web,49.24,82,3,0.2095314690111362,0,0,7,1
1563,3515.0,web,61.14,27,1,0.1782795840992809,0,0,4,1
1564,8860.0,android,225.23,17,3,0.228439415749404,0,0,7,0
1565,2088.0,web,102.89,110,7,0.236908602749462,0,0,2,0
1566,4951.0,web,118.23,85,8,0.2855473046496919,1,0,6,0
1567,5423.0,android,136.41,23,5,0.1604984407596205,0,0,6,0
1568,6207.0,kiosk,118.7,46,4,0.1393874680500862,1,0,4,0
1569,2198.0,android,50.75,163,5,0.1665894845936656,0,0,5,1
1570,7874.0,android,42.35,173,5,0.2422710786386649,0,0,3,0
1571,6611.0,web,113.3,0,3,0.2421106392490538,0,0,3,1
1572,6734.0,ios,83.93,91,8,0.0657289927352299,0,0,5,0
1573,4510.0,kiosk,34.98,28,1,0.0,0,0,3,0
1574,1330.0,android,72.98,16,5,0.2530505019896447,0,1,1,1
1575,8810.0,web,42.9,92,3,0.0718535281267366,0,0,2,1
1576,9766.0,web,5.34,177,6,0.2275503517687938,0,0,7,0
1577,4954.0,ios,9.3,140,3,0.3326824014083854,0,0,3,0
1578,4191.0,web,52.8,161,2,0.0460532670729114,0,0,1,0
1579,7452.0,ios,46.94,56,1,0.1978701048786071,0,1,2,0
1580,8665.0,web,57.46,165,7,0.0762398544198799,0,1,2,0
1581,3144.0,web,68.83,87,4,0.136408613657903,0,0,4,0
1582,6855.0,android,113.95,2,6,0.0941660656514335,0,1,2,1
1583,4459.0,web,81.54,177,7,0.0,0,0,3,1
1584,2484.0,web,169.84,51,6,0.1192635465301123,0,0,7,0
1585,3243.0,web,31.66,51,5,0.0,1,0,2,0
1586,1811.0,android,42.53,93,4,0.1662391340049201,0,0,1,0
1587,1574.0,web,55.4,66,4,0.3164384921458836,0,0,2,0
1588,9907.0,android,171.58,69,4,0.0749390793104226,0,0,7,0
1589,1031.0,android,38.8,125,9,0.1560438950436904,0,0,5,0
1590,9998.0,web,110.98,79,8,0.2088059493127533,0,0,7,0
1591,6764.0,web,61.69,111,8,0.2459299028515121,0,0,4,0
1592,4034.0,web,102.28,67,0,0.005910129475553,0,0,1,0
1593,9443.0,web,66.1,93,3,0.104089713404442,0,0,6,1
1594,1846.0,android,94.66,63,1,0.3324765120869005,0,0,2,0
1595,5148.0,web,135.23,124,3,0.1394365205015562,0,0,6,1
1596,6624.0,android,148.51,66,9,0.1051085508235294,0,0,1,0
1597,6243.0,android,141.14,134,7,0.0376262372319236,0,0,3,0
1598,2427.0,android,113.69,129,4,0.0691135286052099,0,0,5,0
1599,7066.0,ios,38.57,98,6,0.2717577477250534,0,0,4,1
1600,4142.0,android,89.78,56,7,0.2481151781469324,0,0,4,0
1601,4081.0,web,63.78,132,5,0.2663956603918844,0,0,7,0
1602,6659.0,web,129.47,160,5,0.1188055948208761,1,0,3,0
1603,3935.0,web,97.34,107,4,0.2035192961593961,0,0,3,0
1604,6327.0,android,142.67,90,3,0.0,0,0,2,0
1605,2615.0,kiosk,76.3,107,6,0.1709474030826263,0,0,5,0
1606,7541.0,web,39.78,144,4,0.2725104853323405,1,0,6,0
1607,8236.0,web,23.23,97,7,0.1688056175680677,0,0,2,1
1608,1299.0,web,19.05,45,5,0.3744612375758662,0,0,7,1
1609,6228.0,web,35.7,11,3,0.1479185126600666,1,0,5,1
1610,4973.0,web,12.6,151,6,0.2255557198620509,0,0,7,0
1611,3188.0,android,40.19,164,5,0.0352059621122961,0,0,5,1
1612,8893.0,web,35.2,133,3,0.1119204868312067,0,0,5,0
1613,8753.0,kiosk,35.89,140,5,0.244611966606961,0,0,1,0
1614,7302.0,web,165.21,17,6,0.2626947637642566,0,0,2,0
1615,2138.0,ios,48.19,177,5,0.3093160454346124,0,0,4,1
1616,8043.0,android,57.19,86,4,0.0033351773640775,0,0,6,0
1617,2339.0,web,158.01,37,4,0.1443091102671093,0,0,4,0
1618,7391.0,ios,174.7,160,4,0.3077646917585221,0,0,2,0
1619,9852.0,kiosk,77.04,18,5,0.2247034649806391,0,0,4,0
1620,7758.0,web,46.67,37,3,0.1894744167913746,0,0,6,0
1621,1165.0,kiosk,63.16,103,5,0.117852209520943,0,0,2,0
1622,4103.0,web,118.85,130,3,0.0,0,0,2,1
1623,5446.0,web,55.63,18,8,0.1749995271453501,0,0,5,0
1624,6004.0,web,87.65,115,6,0.1717700476570262,0,0,1,0
1625,7660.0,web,69.98,154,6,0.1491222841139229,0,0,2,0
1626,5345.0,web,23.65,147,4,0.0450173616903172,0,0,3,0
1627,3052.0,android,53.85,26,2,0.0,0,0,4,0
1628,5019.0,ios,74.38,142,6,0.2973011334339795,0,0,1,1
1629,8270.0,web,67.11,127,4,0.2708314498950957,0,0,4,0
1630,6750.0,ios,140.91,67,2,0.1261876077987311,0,0,2,0
1631,9971.0,ios,64.22,34,7,0.2630215739391496,0,0,5,1
1632,3312.0,web,95.53,93,11,0.2574290376422388,0,0,3,0
1633,5218.0,android,21.34,70,5,0.2954304658455832,0,0,4,0
1634,4843.0,web,162.9,143,3,0.237385638731253,0,0,4,0
1635,1286.0,web,39.36,77,3,0.3834337152602092,0,0,4,1
1636,3342.0,ios,30.47,3,3,0.2406969127593141,0,0,7,0
1637,9119.0,web,74.27,10,4,0.2160650879086177,0,0,6,0
1638,9170.0,android,119.31,6,8,0.158821710280985,0,0,2,0
1639,7226.0,kiosk,79.93,81,3,0.2735808616388478,0,0,2,0
1640,4794.0,android,75.35,22,6,0.1174887570915911,0,0,5,0
1641,6504.0,ios,100.88,84,8,0.1884837464207101,0,0,1,1
1642,6663.0,web,43.99,23,4,0.1537424450761636,0,0,6,0
1643,1353.0,web,54.13,15,10,0.2683579398833658,0,1,7,0
1644,5393.0,android,45.51,8,4,0.3354759588021003,0,0,3,0
1645,1014.0,android,84.17,129,6,0.0351124654722902,0,0,1,0
1646,7964.0,android,93.86,38,2,0.2665831462581733,0,0,7,0
1647,6993.0,web,228.97,45,8,0.0520887660041755,0,0,1,1
1648,6772.0,web,128.57,139,5,0.3558387914972408,0,0,4,0
1649,1447.0,web,43.31,42,8,0.0,1,0,2,1
1650,5606.0,ios,102.05,88,11,0.2289276040468043,0,0,2,0
1651,8584.0,web,190.17,15,6,0.0487219530667369,0,0,3,0
1652,3245.0,web,78.06,29,7,0.3526613808697088,0,0,3,0
1653,7308.0,android,41.03,46,4,0.1379562488894289,0,0,5,0
1654,3412.0,android,15.89,106,4,0.1477271769462028,0,0,3,1
1655,8004.0,android,126.62,46,8,0.3803042306217018,0,0,3,1
1656,9289.0,ios,22.96,152,4,0.2158385652712773,0,0,3,0
1657,4167.0,ios,117.91,141,6,0.3006902386703236,0,0,4,1
1658,3947.0,web,26.43,73,3,0.2083695525072258,0,0,3,1
1659,7389.0,ios,58.45,26,5,0.0286814326745593,0,0,3,0
1660,4280.0,android,52.67,115,5,0.2314838978955196,0,0,4,1
1661,7511.0,android,112.53,113,6,0.2923682020605255,0,0,7,0
1662,8189.0,web,19.05,71,9,0.2355849393011319,0,0,4,0
1663,9153.0,ios,33.56,101,3,0.1362593017202275,0,0,3,1
1664,9771.0,kiosk,109.82,72,4,0.2145164781899057,0,0,7,1
1665,4206.0,android,23.5,45,6,0.3393838207672199,0,0,6,0
1666,8993.0,web,102.53,169,6,0.2665165348085941,0,0,4,0
1667,6968.0,android,51.44,65,5,0.334423166287531,0,0,1,1
1668,4344.0,ios,113.59,128,2,0.1764204579247998,0,0,3,0
1669,4684.0,ios,57.19,138,2,0.1440079481237061,0,0,3,0
1670,3515.0,android,21.28,59,5,0.1919694875535317,0,0,2,0
1671,4697.0,web,130.35,148,5,0.089196951222866,0,0,1,0
1672,7920.0,web,98.8,143,5,0.0613894399503109,0,0,2,0
1673,2823.0,android,19.94,174,7,0.2325263438877519,1,0,3,0
1674,9513.0,web,19.93,71,7,0.3655968443426979,0,0,6,0
1675,1029.0,web,25.19,157,5,0.125184724492126,0,0,4,1
1676,5931.0,ios,22.1,18,5,0.1689334644955318,1,0,3,1
1677,7301.0,android,23.09,97,4,0.2210152884352001,0,0,4,1
1678,5270.0,web,46.09,156,5,0.254093812994797,0,0,1,0
1679,9574.0,web,43.29,155,3,0.2661005938663823,0,0,6,0
1680,4241.0,android,77.9,102,5,0.3165250592184822,0,0,5,0
1681,3232.0,web,8.34,38,2,0.1437623567784385,0,0,2,1
1682,5155.0,web,13.16,99,7,0.1497631110951762,0,0,6,0
1683,6386.0,android,127.41,0,5,0.2712879615363379,1,0,4,1
1684,3102.0,web,88.28,178,7,0.035066435905212,0,0,1,0
1685,4761.0,web,77.04,124,5,0.2532869395594606,1,0,2,0
1686,6489.0,ios,23.7,10,5,0.0,0,0,4,1
1687,8930.0,android,80.61,53,6,0.2680163760799417,0,0,1,0
1688,5767.0,web,92.51,79,8,0.0,0,0,4,0
1689,2922.0,ios,150.72,168,6,0.0075260017548944,1,0,2,1
1690,5173.0,ios,130.92,46,7,0.1534870581013662,0,0,1,1
1691,7068.0,web,118.28,52,4,0.2808151516695273,0,0,2,1
1692,7425.0,android,56.96,60,7,0.0639711816893298,0,0,1,0
1693,4718.0,android,170.68,114,3,0.2258233918757571,0,0,5,0
1694,1417.0,web,42.85,36,5,0.2062316828092931,0,0,4,0
1695,2821.0,android,22.72,166,5,0.0941285460769199,1,0,7,0
1696,1849.0,android,22.09,52,4,0.2941045421815132,0,0,7,1
1697,5136.0,web,62.02,126,4,0.3075150732841701,0,0,2,0
1698,5225.0,web,48.3,55,7,0.2662777672392905,0,0,1,0
1699,9038.0,android,118.24,130,6,0.1060843426001011,0,0,3,1
1700,7205.0,android,69.07,171,6,0.2619499502591643,1,0,2,0
1701,8233.0,android,100.7,58,4,0.3383223535734883,0,1,5,0
1702,3332.0,android,44.3,32,4,0.0618022451772141,0,0,1,0
1703,7467.0,android,75.83,113,5,0.1000723521621588,0,0,7,0
1704,6091.0,kiosk,14.85,36,6,0.2202873615043627,0,0,3,1
1705,7188.0,android,88.18,15,3,0.270862816697394,0,0,2,0
1706,3096.0,web,75.31,71,3,0.2764597030431339,0,1,2,1
1707,3149.0,android,146.8,131,5,0.0812018526716706,1,0,5,0
1708,6528.0,web,122.28,47,4,0.1269468438576837,0,0,1,0
1709,3480.0,ios,110.05,128,4,0.1550757573823439,0,0,6,0
1710,2348.0,web,123.42,141,5,0.2395162913065363,0,0,6,1
1711,9257.0,android,25.36,164,7,0.2634781355625379,0,0,5,1
1712,1787.0,android,162.67,42,5,0.1361092278313628,0,0,3,0
1713,8579.0,ios,13.27,11,2,0.2791454065451086,0,0,3,0
1714,3230.0,web,29.96,126,6,0.2407742680491288,0,0,7,0
1715,9889.0,android,81.8,147,2,0.1642569030601803,1,1,4,1
1716,2691.0,web,82.77,0,7,0.0034922357220856,0,0,5,0
1717,5563.0,android,97.59,62,9,0.2471253033734173,0,0,7,0
1718,1464.0,web,55.57,10,4,0.0,0,0,3,1
1719,5404.0,web,76.03,17,4,0.1848555125271155,0,1,6,0
1720,9629.0,android,74.71,86,9,0.1961778726153656,0,0,7,0
1721,9846.0,android,34.38,132,6,0.1306901821633934,0,0,6,0
1722,8643.0,web,27.83,110,1,0.3221556501884988,0,0,4,0
1723,9091.0,android,37.68,105,6,0.2866522637818587,1,0,1,1
1724,3322.0,android,86.04,150,4,0.2527153577040401,0,0,4,1
1725,1471.0,web,98.77,121,4,0.1985844077955623,0,0,5,0
1726,6590.0,web,68.65,141,1,0.277430945101336,0,0,4,1
1727,8906.0,kiosk,47.58,175,5,0.2495543554678256,1,1,1,0
1728,9672.0,android,55.25,117,6,0.078828999732316,0,1,2,1
1729,1007.0,web,167.17,14,6,0.0603215741051465,0,0,3,0
1730,1043.0,ios,88.23,93,4,0.0237528897430749,0,1,1,0
1731,2053.0,kiosk,104.21,114,4,0.1425755496114211,0,0,3,1
1732,5735.0,android,221.84,175,5,0.1376283574095923,0,0,2,0
1733,2327.0,android,46.84,155,6,0.3515156123418086,0,0,3,0
1734,3634.0,android,89.43,36,6,0.1203527856055334,0,0,6,1
1735,7898.0,android,29.07,124,6,0.0742261231020055,0,0,3,0
1736,5851.0,web,34.6,164,5,0.1469606942518219,0,0,4,1
1737,2816.0,web,39.13,106,2,0.1197002255764457,0,0,7,0
1738,9446.0,android,77.32,140,6,0.0757087684519254,0,0,6,1
1739,7056.0,kiosk,34.56,76,9,0.2758630416747341,0,0,1,0
1740,2650.0,ios,42.26,18,6,0.3728004954746209,0,0,2,0
1741,6982.0,web,25.88,171,6,0.0714070277036447,0,0,3,0
1742,7603.0,web,210.98,13,5,0.1974999497282418,0,0,2,0
1743,5062.0,ios,38.27,81,3,0.2335952023957379,0,0,4,0
1744,9153.0,android,52.34,174,5,0.1987954651662949,0,0,2,0
1745,4104.0,web,40.19,141,5,0.1316880887737702,0,0,1,0
1746,5691.0,web,39.72,132,4,0.0682605462959837,0,0,7,1
1747,6684.0,ios,62.42,126,5,0.0,1,0,3,1
1748,8870.0,web,150.56,101,5,0.211925182461301,0,0,1,0
1749,1518.0,web,38.55,53,10,0.2512378552035789,1,0,1,0
1750,3225.0,web,57.65,56,2,0.0773265551346197,0,0,5,1
1751,6888.0,ios,86.95,86,5,0.3396321308322987,0,0,5,0
1752,1591.0,web,141.38,1,8,0.3098486205654531,0,0,3,0
1753,5618.0,kiosk,67.16,140,6,0.3276550107349023,0,0,2,0
1754,8492.0,android,70.13,147,4,0.2052450349064732,0,0,1,0
1755,5481.0,web,35.1,148,4,0.2321581154250911,0,0,5,0
1756,2516.0,web,116.99,31,6,0.1162722182078467,0,0,2,0
1757,8214.0,android,12.39,10,5,0.2547944673718615,0,0,4,1
1758,4466.0,android,171.91,86,3,0.2184007166417655,0,0,2,1
1759,3770.0,web,31.78,18,6,0.1013573291220286,0,0,2,0
1760,5659.0,android,112.06,140,6,0.3471515227438857,0,0,5,0
1761,1954.0,android,174.11,33,6,0.2751140518430042,0,0,7,1
1762,6288.0,web,144.86,163,5,0.0966455119167607,0,0,5,1
1763,3007.0,ios,39.1,142,2,0.1367640259794905,0,0,2,0
1764,9441.0,android,42.62,97,2,0.2176315627936205,0,0,7,0
1765,4821.0,web,75.34,103,10,0.1571546632282563,1,0,4,0
1766,2044.0,android,41.08,121,3,0.1102079105636726,0,0,6,0
1767,6152.0,android,108.13,132,6,0.0,1,0,5,0
1768,6806.0,ios,42.39,7,4,0.013752599214587,1,0,6,0
1769,3401.0,web,88.28,76,5,0.0,0,0,7,0
1770,9412.0,android,126.93,171,7,0.207474485159134,0,0,6,0
1771,1995.0,android,7.68,74,3,0.1874250287948752,0,0,2,0
1772,6184.0,web,74.96,110,2,0.2500121122840761,0,1,2,1
1773,7788.0,ios,27.75,59,6,0.3319167257433996,0,0,7,1
1774,4172.0,android,16.82,70,5,0.4449469756379731,0,0,1,0
1775,1999.0,web,64.64,21,7,0.1733826643105201,0,0,7,0
1776,3180.0,ios,23.04,16,2,0.2139261582948244,1,0,6,0
1777,9545.0,android,101.7,80,6,0.321247925985073,0,0,4,1
1778,8679.0,ios,28.97,152,1,0.0663237606699906,0,0,3,1
1779,4975.0,web,21.78,112,6,0.0803216095192497,0,0,1,0
1780,2672.0,web,39.05,157,10,0.2512087167463169,0,0,5,0
1781,4980.0,android,16.76,29,3,0.1895190088618799,0,0,5,0
1782,9556.0,web,150.98,65,3,0.2341837760195064,0,0,6,1
1783,7166.0,ios,38.42,154,4,0.3039288885865967,0,0,2,0
1784,5735.0,web,44.28,101,4,0.3118050620567387,1,0,4,0
1785,6909.0,kiosk,93.59,163,9,0.1398814975730936,0,0,2,1
1786,5717.0,android,21.54,12,6,0.0,1,0,2,1
1787,8747.0,web,109.19,30,2,0.126930208055948,0,0,1,0
1788,4046.0,web,72.75,124,7,0.1944114032389645,0,0,3,0
1789,3207.0,android,32.74,154,4,0.2005052913594263,0,0,2,1
1790,2088.0,web,70.1,81,10,0.1447572801994843,1,0,1,1
1791,6965.0,web,59.66,8,1,0.1303517492956803,0,0,1,0
1792,1086.0,ios,104.98,137,4,0.1055643137112537,1,0,7,0
1793,7774.0,android,10.57,9,5,0.0545733473736265,0,0,7,1
1794,2162.0,android,39.06,108,6,0.157874312850226,0,0,1,1
1795,4509.0,android,58.85,148,4,0.2213330669525784,0,0,6,0
1796,1204.0,web,229.31,147,6,0.0366211371900049,0,0,5,1
1797,7317.0,android,108.49,86,3,0.1999728026758768,0,0,5,1
1798,2809.0,web,68.14,87,5,0.1631207329235443,0,0,7,0
1799,3052.0,ios,44.01,76,9,0.0908411289930493,0,0,7,0
1800,5873.0,android,297.61,153,5,0.3114523716590899,0,0,3,1
1801,8397.0,web,125.1,106,5,0.1259640598802429,0,0,5,1
1802,9480.0,android,34.14,175,4,0.1435062703929638,0,0,1,1
1803,2176.0,web,51.44,67,4,0.1285665210158067,0,1,4,0
1804,1853.0,ios,66.65,60,1,0.0965861816693252,0,0,3,1
1805,5995.0,web,132.83,174,4,0.1148821467740823,0,0,1,0
1806,1605.0,android,47.83,56,2,0.3497767703550117,0,0,2,0
1807,5041.0,web,18.44,34,2,0.0627820653045223,0,0,1,0
1808,3918.0,android,35.03,45,2,0.2077494259121365,0,0,3,0
1809,7647.0,web,54.11,43,8,0.0931262715963352,0,0,2,0
1810,2639.0,ios,110.38,170,3,0.3773960075669743,0,0,2,0
1811,7520.0,web,36.69,51,11,0.0620323009800942,1,1,6,1
1812,8313.0,android,71.1,11,5,0.141662269510691,0,0,7,0
1813,9464.0,android,109.06,45,10,0.2123153160901263,1,1,6,0
1814,5940.0,web,61.65,39,6,0.0165709911975107,0,0,4,0
1815,1481.0,web,21.65,65,8,0.2339848637561757,0,0,3,0
1816,5109.0,kiosk,45.64,97,6,0.1741599864364508,0,0,2,1
1817,6735.0,android,75.56,105,5,0.3573530341256725,0,0,7,1
1818,4520.0,web,41.68,76,8,0.0891166076058715,0,0,3,0
1819,6078.0,ios,149.09,128,5,0.2786205059727095,0,0,5,1
1820,1877.0,android,19.54,49,3,0.1639975474933555,0,0,3,0
1821,2964.0,android,33.72,100,5,0.0139287967053036,0,0,1,0
1822,8035.0,web,78.16,9,7,0.1558964710583549,0,0,3,1
1823,6791.0,android,66.05,135,7,0.2680401673344429,0,0,1,0
1824,4312.0,web,5.37,64,7,0.1479505096399738,0,0,2,0
1825,8604.0,android,43.86,179,4,0.1641855704942608,0,0,4,0
1826,3444.0,web,73.28,119,4,0.0771801540031858,0,0,4,0
1827,7158.0,ios,87.14,138,7,0.0278243447970218,1,0,4,0
1828,3521.0,web,79.25,69,4,0.3384099262928892,1,0,2,1
1829,5621.0,android,22.62,106,6,0.1596897447542651,0,0,3,0
1830,3176.0,android,51.51,39,6,0.367899255569699,0,0,5,1
1831,7492.0,ios,118.97,107,3,0.1191662119783838,0,0,3,0
1832,8896.0,android,17.16,110,3,0.4006792802607095,1,0,6,0
1833,4568.0,android,85.28,124,2,0.2464859505709562,0,0,4,1
1834,8275.0,web,76.61,60,5,0.0561745598364384,0,0,1,1
1835,9219.0,web,46.06,151,4,0.042376216348217,0,0,5,1
1836,8571.0,android,127.23,70,5,0.1970057053088661,0,0,2,1
1837,5209.0,web,49.75,5,6,0.2069035305824668,0,0,4,0
1838,3871.0,android,99.85,170,3,0.1983128437765184,0,0,2,0
1839,3841.0,web,72.78,138,0,0.2832767668088441,0,1,2,0
1840,1064.0,android,38.12,120,6,0.1102382119214483,0,0,3,1
